hcpcs_code,seq_num,record_id,long_description,short_description
L2360,00100,3,"Addition to lower extremity, extended steel shank",Extended steel shank
L2370,00100,3,"Addition to lower extremity, patten bottom",Patten bottom
L2375,00100,3,"Addition to lower extremity, torsion control, ankle joint and half solid stirrup",Torsion ank & half solid sti
L2380,00100,3,"Addition to lower extremity, torsion control, straight knee joint, each joint",Torsion straight knee joint
L2385,00100,3,"Addition to lower extremity, straight knee joint, heavy duty, each joint",Straight knee joint heavy du
L2387,00100,3,"Addition to lower extremity, polycentric knee joint, for custom fabricated knee",Add le poly knee custom kafo
L2390,00100,3,"Addition to lower extremity, offset knee joint, each joint",Offset knee joint each
L2395,00100,3,"Addition to lower extremity, offset knee joint, heavy duty, each joint",Offset knee joint heavy duty
L2397,00100,3,"Addition to lower extremity orthosis, suspension sleeve",Suspension sleeve lower ext
L2405,00100,3,"Addition to knee joint, drop lock, each",Knee joint drop lock ea jnt
L2415,00100,3,"Addition to knee lock with integrated release mechanism (bail, cable, or",Knee joint cam lock each joi
L2425,00100,3,"Addition to knee joint, disc or dial lock for adjustable knee flexion, each",Knee disc/dial lock/adj flex
L2430,00100,3,"Addition to knee joint, ratchet lock for active and progressive knee extension,",Knee jnt ratchet lock ea jnt
L2492,00100,3,"Addition to knee joint, lift loop for drop lock ring",Knee lift loop drop lock rin
L2500,00100,3,"Addition to lower extremity, thigh/weight bearing, gluteal/ ischial weight",Thi/glut/ischia wgt bearing
L2510,00100,3,"Addition to lower extremity, thigh/weight bearing, quadri- lateral brim, molded",Th/wght bear quad-lat brim m
L2520,00100,3,"Addition to lower extremity, thigh/weight bearing, quadri- lateral brim, custom",Th/wght bear quad-lat brim c
L2525,00100,3,"Addition to lower extremity, thigh/weight bearing, ischial containment/narrow",Th/wght bear nar m-l brim mo
L2526,00100,3,"Addition to lower extremity, thigh/weight bearing, ischial containment/narrow",Th/wght bear nar m-l brim cu
L2530,00100,3,"Addition to lower extremity, thigh-weight bearing, lacer, non-molded",Thigh/wght bear lacer non-mo
L2540,00100,3,"Addition to lower extremity, thigh/weight bearing, lacer, molded to patient",Thigh/wght bear lacer molded
L2550,00100,3,"Addition to lower extremity, thigh/weight bearing, high roll cuff",Thigh/wght bear high roll cu
L2570,00100,3,"Addition to lower extremity, pelvic control, hip joint, clevis type two",Hip clevis type 2 posit jnt
L2580,00100,3,"Addition to lower extremity, pelvic control, pelvic sling",Pelvic control pelvic sling
L2600,00100,3,"Addition to lower extremity, pelvic control, hip joint, clevis type, or thrust",Hip clevis/thrust bearing fr
L2610,00100,3,"Addition to lower extremity, pelvic control, hip joint, clevis or thrust",Hip clevis/thrust bearing lo
L2620,00100,3,"Addition to lower extremity, pelvic control, hip joint, heavy duty, each",Pelvic control hip heavy dut
L2622,00100,3,"Addition to lower extremity, pelvic control, hip joint, adjustable flexion, each",Hip joint adjustable flexion
L2624,00100,3,"Addition to lower extremity, pelvic control, hip joint, adjustable flexion,",Hip adj flex ext abduct cont
L2627,00100,3,"Addition to lower extremity, pelvic control, plastic, molded to patient model,",Plastic mold recipro hip & c
L2628,00100,3,"Addition to lower extremity, pelvic control, metal frame, reciprocating hip",Metal frame recipro hip & ca
L2630,00100,3,"Addition to lower extremity, pelvic control, band and belt, unilateral",Pelvic control band & belt u
L2640,00100,3,"Addition to lower extremity, pelvic control, band and belt, bilateral",Pelvic control band & belt b
L2650,00100,3,"Addition to lower extremity, pelvic and thoracic control, gluteal pad, each",Pelv & thor control gluteal
L2660,00100,3,"Addition to lower extremity, thoracic control, thoracic band",Thoracic control thoracic ba
L2670,00100,3,"Addition to lower extremity, thoracic control, paraspinal uprights",Thorac cont paraspinal uprig
L2680,00100,3,"Addition to lower extremity, thoracic control, lateral support uprights",Thorac cont lat support upri
L2750,00100,3,"Addition to lower extremity orthosis, plating chrome or nickel, per bar",Plating chrome/nickel pr bar
L2755,00100,3,"Addition to lower extremity orthosis, high strength, lightweight material, all",Carbon graphite lamination
L2760,00100,3,"Addition to lower extremity orthosis, extension, per extension, per bar (for",Extension per extension per
L2768,00100,3,"Orthotic side bar disconnect device, per bar",Ortho sidebar disconnect
L2780,00100,3,"Addition to lower extremity orthosis, non-corrosive finish, per bar",Non-corrosive finish
L2785,00100,3,"Addition to lower extremity orthosis, drop lock retainer, each",Drop lock retainer each
L2795,00100,3,"Addition to lower extremity orthosis, knee control, full kneecap",Knee control full kneecap
L2800,00100,3,"Addition to lower extremity orthosis, knee control, knee cap, medial or lateral",Knee cap medial or lateral p
L2810,00100,3,"Addition to lower extremity orthosis, knee control, condylar pad",Knee control condylar pad
L2820,00100,3,"Addition to lower extremity orthosis, soft interface for molded plastic, below",Soft interface below knee se
L2830,00100,3,"Addition to lower extremity orthosis, soft interface for molded plastic, above",Soft interface above knee se
L2840,00100,3,"Addition to lower extremity orthosis, tibial length sock, fracture or equal,",Tibial length sock fx or equ
L2850,00100,3,"Addition to lower extremity orthosis, femoral length sock, fracture or equal,",Femoral lgth sock fx or equa
L2861,00100,3,"Addition to lower extremity joint, knee or ankle, concentric adjustable torsion",Torsion mechanism knee/ankle
L2999,00100,3,"Lower extremity orthoses, not otherwise specified",Lower extremity orthosis nos
L3000,00100,3,"Foot, insert, removable, molded to patient model, 'ucb' type, berkeley shell,",Ft insert ucb berkeley shell
L3001,00100,3,"Foot, insert, removable, molded to patient model, spenco, each",Foot insert remov molded spe
L3002,00100,3,"Foot, insert, removable, molded to patient model, plastazote or equal, each",Foot insert plastazote or eq
L3003,00100,3,"Foot, insert, removable, molded to patient model, silicone gel, each",Foot insert silicone gel eac
L3010,00100,3,"Foot, insert, removable, molded to patient model, longitudinal arch support,",Foot longitudinal arch suppo
L3020,00100,3,"Foot, insert, removable, molded to patient model, longitudinal/ metatarsal",Foot longitud/metatarsal sup
L3030,00100,3,"Foot, insert, removable, formed to patient foot, each",Foot arch support remov prem
L3031,00100,3,"Foot, insert/plate, removable, addition to lower extremity orthosis, high",Foot lamin/prepreg composite
L3040,00100,3,"Foot, arch support, removable, premolded, longitudinal, each",Ft arch suprt premold longit
L3050,00100,3,"Foot, arch support, removable, premolded, metatarsal, each",Foot arch supp premold metat
L3060,00100,3,"Foot, arch support, removable, premolded, longitudinal/ metatarsal, each",Foot arch supp longitud/meta
L3070,00100,3,"Foot, arch support, non-removable attached to shoe, longitudinal, each",Arch suprt att to sho longit
L3080,00100,3,"Foot, arch support, non-removable attached to shoe, metatarsal, each",Arch supp att to shoe metata
L3090,00100,3,"Foot, arch support, non-removable attached to shoe, longitudinal/metatarsal,",Arch supp att to shoe long/m
L3100,00100,3,"Hallus-valgus night dynamic splint, prefabricated, off-the-shelf",Hallus-valgus nt dyn pre ots
L3140,00100,3,"Foot, abduction rotation bar, including shoes",Abduction rotation bar shoe
L3150,00100,3,"Foot, abduction rotation bar, without shoes",Abduct rotation bar w/o shoe
L3160,00100,3,"Foot, adjustable shoe-styled positioning device",Shoe styled positioning dev
L3161,00100,3,"Foot, adductus positioning device, adjustable","Foot, adductus position, adj"
L3170,00100,3,"Foot, plastic, silicone or equal, heel stabilizer, prefabricated,",Foot plas heel stabi pre ots
L3201,00100,3,"Orthopedic shoe, oxford with supinator or pronator, infant",Oxford w supinat/pronat inf
L3202,00100,3,"Orthopedic shoe, oxford with supinator or pronator, child",Oxford w/ supinat/pronator c
L3203,00100,3,"Orthopedic shoe, oxford with supinator or pronator, junior",Oxford w/ supinator/pronator
L3204,00100,3,"Orthopedic shoe, hightop with supinator or pronator, infant",Hightop w/ supp/pronator inf
L3206,00100,3,"Orthopedic shoe, hightop with supinator or pronator, child",Hightop w/ supp/pronator chi
L3207,00100,3,"Orthopedic shoe, hightop with supinator or pronator, junior",Hightop w/ supp/pronator jun
L3208,00100,3,"Surgical boot, each, infant",Surgical boot each infant
L3209,00100,3,"Surgical boot, each, child",Surgical boot each child
L3211,00100,3,"Surgical boot, each, junior",Surgical boot each junior
L3212,00100,3,"Benesch boot, pair, infant",Benesch boot pair infant
L3213,00100,3,"Benesch boot, pair, child",Benesch boot pair child
L3214,00100,3,"Benesch boot, pair, junior",Benesch boot pair junior
L3215,00100,3,"Orthopedic footwear, ladies shoe, oxford, each",Orthopedic ftwear ladies oxf
L3216,00100,3,"Orthopedic footwear, ladies shoe, depth inlay, each",Orthoped ladies shoes dpth i
L3217,00100,3,"Orthopedic footwear, ladies shoe, hightop, depth inlay, each",Ladies shoes hightop depth i
L3219,00100,3,"Orthopedic footwear, mens shoe, oxford, each",Orthopedic mens shoes oxford
L3221,00100,3,"Orthopedic footwear, mens shoe, depth inlay, each",Orthopedic mens shoes dpth i
L3222,00100,3,"Orthopedic footwear, mens shoe, hightop, depth inlay, each",Mens shoes hightop depth inl
L3224,00100,3,"Orthopedic footwear, woman's shoe, oxford, used as an integral part of a brace",Woman's shoe oxford brace
L3225,00100,3,"Orthopedic footwear, man's shoe, oxford, used as an integral part of a brace",Man's shoe oxford brace
L3230,00100,3,"Orthopedic footwear, custom shoe, depth inlay, each",Custom shoes depth inlay
L3250,00100,3,"Orthopedic footwear, custom molded shoe, removable inner mold, prosthetic shoe,",Custom mold shoe remov prost
L3251,00100,3,"Foot, shoe molded to patient model, silicone shoe, each",Shoe molded to pt silicone s
L3252,00100,3,"Foot, shoe molded to patient model, plastazote (or similar), custom fabricated,",Shoe molded plastazote cust
L3253,00100,3,"Foot, molded shoe plastazote (or similar) custom fitted, each",Shoe molded plastazote cust
L3254,00100,3,Non-standard size or width,Orth foot non-stndard size/w
L3255,00100,3,Non-standard size or length,Orth foot non-standard size/
L3257,00100,3,"Orthopedic footwear, additional charge for split size",Orth foot add charge split s
L3260,00100,3,"Surgical boot/shoe, each",Ambulatory surgical boot eac
L3265,00100,3,"Plastazote sandal, each",Plastazote sandal each
L3300,00100,3,"Lift, elevation, heel, tapered to metatarsals, per inch",Sho lift taper to metatarsal
L3310,00100,3,"Lift, elevation, heel and sole, neoprene, per inch",Shoe lift elev heel/sole neo
L3320,00100,3,"Lift, elevation, heel and sole, cork, per inch",Shoe lift elev heel/sole cor
L3330,00100,3,"Lift, elevation, metal extension (skate)",Lifts elevation metal extens
L3332,00100,3,"Lift, elevation, inside shoe, tapered, up to one-half inch",Shoe lifts tapered to one-ha
L3334,00100,3,"Lift, elevation, heel, per inch",Shoe lifts elevation heel /i
L3340,00100,3,"Heel wedge, sach",Shoe wedge sach
L3350,00100,3,Heel wedge,Shoe heel wedge
L3360,00100,3,"Sole wedge, outside sole",Shoe sole wedge outside sole
L3370,00100,3,"Sole wedge, between sole",Shoe sole wedge between sole
L3380,00100,3,Clubfoot wedge,Shoe clubfoot wedge
L3390,00100,3,Outflare wedge,Shoe outflare wedge
L3400,00100,3,"Metatarsal bar wedge, rocker",Shoe metatarsal bar wedge ro
L3410,00100,3,"Metatarsal bar wedge, between sole",Shoe metatarsal bar between
L3420,00100,3,"Full sole and heel wedge, between sole",Full sole/heel wedge btween
L3430,00100,3,"Heel, counter, plastic reinforced",Sho heel count plast reinfor
L3440,00100,3,"Heel, counter, leather reinforced",Heel leather reinforced
L3450,00100,3,"Heel, sach cushion type",Shoe heel sach cushion type
L3455,00100,3,"Heel, new leather, standard",Shoe heel new leather standa
L3460,00100,3,"Heel, new rubber, standard",Shoe heel new rubber standar
L3465,00100,3,"Heel, thomas with wedge",Shoe heel thomas with wedge
L3470,00100,3,"Heel, thomas extended to ball",Shoe heel thomas extend to b
L3480,00100,3,"Heel, pad and depression for spur",Shoe heel pad & depress for
L3485,00100,3,"Heel, pad, removable for spur",Shoe heel pad removable for
L3500,00100,3,"Orthopedic shoe addition, insole, leather",Ortho shoe add leather insol
L3510,00100,3,"Orthopedic shoe addition, insole, rubber",Orthopedic shoe add rub insl
L3520,00100,3,"Orthopedic shoe addition, insole, felt covered with leather",O shoe add felt w leath insl
L3530,00100,3,"Orthopedic shoe addition, sole, half",Ortho shoe add half sole
L3540,00100,3,"Orthopedic shoe addition, sole, full",Ortho shoe add full sole
L3550,00100,3,"Orthopedic shoe addition, toe tap standard",O shoe add standard toe tap
L3560,00100,3,"Orthopedic shoe addition, toe tap, horseshoe",O shoe add horseshoe toe tap
L3570,00100,3,"Orthopedic shoe addition, special extension to instep (leather with eyelets)",O shoe add instep extension
L3580,00100,3,"Orthopedic shoe addition, convert instep to velcro closure",O shoe add instep velcro clo
L3590,00100,3,"Orthopedic shoe addition, convert firm shoe counter to soft counter",O shoe convert to sof counte
L3595,00100,3,"Orthopedic shoe addition, march bar",Ortho shoe add march bar
L3600,00100,3,"Transfer of an orthosis from one shoe to another, caliper plate, existing",Trans shoe calip plate exist
L3610,00100,3,"Transfer of an orthosis from one shoe to another, caliper plate, new",Trans shoe caliper plate new
L3620,00100,3,"Transfer of an orthosis from one shoe to another, solid stirrup, existing",Trans shoe solid stirrup exi
L3630,00100,3,"Transfer of an orthosis from one shoe to another, solid stirrup, new",Trans shoe solid stirrup new
L3640,00100,3,"Transfer of an orthosis from one shoe to another, dennis browne splint",Shoe dennis browne splint bo
L3649,00100,3,"Orthopedic shoe, modification, addition or transfer, not otherwise specified",Orthopedic shoe modifica nos
L3650,00100,3,"Shoulder orthosis, figure of eight design abduction restrainer, prefabricated,",So 8 abd restraint pre ots
L3660,00100,3,"Shoulder orthosis, figure of eight design abduction restrainer, canvas and",So 8 ab rstr can/web pre ots
L3670,00100,3,"Shoulder orthosis, acromio/clavicular (canvas and webbing type), prefabricated,",So acro/clav can web pre ots
L3671,00100,3,"Shoulder orthosis, shoulder joint design, without joints, may include soft",So cap design w/o jnts cf
L3674,00100,3,"Shoulder orthosis, abduction positioning (airplane design), thoracic component",So airplane w/wo joint cf
L3675,00100,3,"Shoulder orthosis, vest type abduction restrainer, canvas webbing type or",So vest canvas/web pre ots
L3677,00100,3,"Shoulder orthosis, shoulder joint design, without joints, may include soft",So hard plas stabili pre cst
L3678,00100,3,"Shoulder orthosis, shoulder joint design, without joints, may include soft",So hard plas stabili pre ots
L3702,00100,3,"Elbow orthosis, without joints, may include soft interface, straps, custom",Eo w/o joints cf
L3710,00100,3,"Elbow orthosis, elastic with metal joints, prefabricated, off-the-shelf",Eo elas w/metal jnts pre ots
L3720,00100,3,"Elbow orthosis, double upright with forearm/arm cuffs, free motion, custom",Forearm/arm cuffs free motio
L3730,00100,3,"Elbow orthosis, double upright with forearm/arm cuffs, extension/ flexion",Forearm/arm cuffs ext/flex a
L3740,00100,3,"Elbow orthosis, double upright with forearm/arm cuffs, adjustable position lock",Cuffs adj lock w/ active con
L3760,00100,3,"Elbow orthosis (eo), with adjustable position locking joint(s), prefabricated,",Eo adj jt prefab custom fit
L3761,00100,3,"Elbow orthosis (eo), with adjustable position locking joint(s), prefabricated,","Eo, adj lock joint prefab ot"
L3762,00100,3,"Elbow orthosis, rigid, without joints, includes soft interface material,",Eo rigid w/o joints pre ots
L3763,00100,3,"Elbow wrist hand orthosis, rigid, without joints, may include soft interface,",Ewho rigid w/o jnts cf
L3764,00100,3,"Elbow wrist hand orthosis, includes one or more nontorsion joints, elastic",Ewho w/joint(s) cf
L3765,00100,3,"Elbow wrist hand finger orthosis, rigid, without joints, may include soft",Ewhfo rigid w/o jnts cf
L3766,00100,3,"Elbow wrist hand finger orthosis, includes one or more nontorsion joints,",Ewhfo w/joint(s) cf
L3806,00100,3,"Wrist hand finger orthosis, includes one or more nontorsion joint(s),",Whfo w/joint(s) custom fab
L3807,00100,3,"Wrist hand finger orthosis, without joint(s), prefabricated item that has been",Whfo w/o joints pre cst
L3808,00100,3,"Wrist hand finger orthosis, rigid without joints, may include soft interface","Whfo, rigid w/o joints"
L3809,00100,3,"Wrist hand finger orthosis, without joint(s), prefabricated, off-the-shelf, any",Whfo w/o joints pre ots
L3891,00100,3,"Addition to upper extremity joint, wrist or elbow, concentric adjustable",Torsion mechanism wrist/elbo
L3900,00100,3,"Wrist hand finger orthosis, dynamic flexor hinge, reciprocal wrist extension/",Hinge extension/flex wrist/f
L3901,00100,3,"Wrist hand finger orthosis, dynamic flexor hinge, reciprocal wrist extension/",Hinge ext/flex wrist finger
L3904,00100,3,"Wrist hand finger orthosis, external powered, electric, custom fabricated",Whfo electric custom fitted
L3905,00100,3,"Wrist hand orthosis, includes one or more nontorsion joints, elastic bands,",Who w/nontorsion jnt(s) cf
L3906,00100,3,"Wrist hand orthosis, without joints, may include soft interface, straps, custom",Who w/o joints cf
L3908,00100,3,"Wrist hand orthosis, wrist extension control cock-up, non molded,",Who cock-up nonmolde pre ots
L3912,00100,3,"Hand finger orthosis (hfo), flexion glove with elastic finger control,",Hfo flexion glove pre ots
L3913,00100,3,"Hand finger orthosis, without joints, may include soft interface, straps,",Hfo w/o joints cf
L3915,00100,3,"Wrist hand orthosis, includes one or more nontorsion joint(s), elastic bands,",Who nontorsion jnts pre cst
L3916,00100,3,"Wrist hand orthosis, includes one or more nontorsion joint(s), elastic bands,",Who nontorsion jnts pre ots
L3917,00100,3,"Hand orthosis, metacarpal fracture orthosis, prefabricated item that has been",Metacarp fx orthosis pre cst
L3918,00100,3,"Hand orthosis, metacarpal fracture orthosis, prefabricated, off-the-shelf",Metacarp fx orthosis pre ots
L3919,00100,3,"Hand orthosis, without joints, may include soft interface, straps, custom",Ho w/o joints cf
L3921,00100,3,"Hand finger orthosis, includes one or more nontorsion joints, elastic bands,",Hfo w/joint(s) cf
L3923,00100,3,"Hand finger orthosis, without joints, may include soft interface, straps,",Hfo without joints pre cst
L3924,00100,3,"Hand finger orthosis, without joints, may include soft interface, straps,",Hfo without joints pre ots
L3925,00100,3,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip),",Fo pip dip jnt/sprng pre ots
L3927,00100,3,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip),",Fo pip dip no jt spr pre ots
L3929,00100,3,"Hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles,",Hfo nontorsion jnts pre cst
L3930,00100,3,"Hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles,",Hfo nontorsion jnts pre ots
L3931,00100,3,"Wrist hand finger orthosis, includes one or more nontorsion joint(s),",Whfo nontorsion joint prefab
L3933,00100,3,"Finger orthosis, without joints, may include soft interface, custom fabricated,",Fo w/o joints cf
L3935,00100,3,"Finger orthosis, nontorsion joint, may include soft interface, custom",Fo nontorsion joint cf
L3956,00100,3,"Addition of joint to upper extremity orthosis, any material; per joint",Add joint upper ext orthosis
L3960,00100,3,"Shoulder elbow wrist hand orthosis, abduction positioning, airplane design,",Sewho airplan desig abdu pos
L3961,00100,3,"Shoulder elbow wrist hand orthosis, shoulder cap design, without joints, may",Sewho cap design w/o jnts cf
L3962,00100,3,"Shoulder elbow wrist hand orthosis, abduction positioning, erb's palsey design,",Sewho erbs palsey design abd
L3967,00100,3,"Shoulder elbow wrist hand orthosis, abduction positioning (airplane design),",Sewho airplane w/o jnts cf
L3971,00100,3,"Shoulder elbow wrist hand orthosis, shoulder cap design, includes one or more",Sewho cap design w/jnt(s) cf
L3973,00100,3,"Shoulder elbow wrist hand orthosis, abduction positioning (airplane design),",Sewho airplane w/jnt(s) cf
L3975,00100,3,"Shoulder elbow wrist hand finger orthosis, shoulder cap design, without joints,",Sewhfo cap design w/o jnt cf
L3976,00100,3,"Shoulder elbow wrist hand finger orthosis, abduction positioning (airplane",Sewhfo airplane w/o jnts cf
L3977,00100,3,"Shoulder elbow wrist hand finger orthosis, shoulder cap design, includes one or",Sewhfo cap desgn w/jnt(s) cf
L3978,00100,3,"Shoulder elbow wrist hand finger orthosis, abduction positioning (airplane",Sewhfo airplane w/jnt(s) cf
L3980,00100,3,"Upper extremity fracture orthosis, humeral, prefabricated, includes fitting and",Up ext fx orthos humeral nos
L3981,00100,3,"Upper extremity fracture orthosis, humeral, prefabricated, includes shoulder",Ue fx orth shoul cap forearm
L3982,00100,3,"Upper extremity fracture orthosis, radius/ulnar, prefabricated, includes",Upper ext fx orthosis rad/ul
L3984,00100,3,"Upper extremity fracture orthosis, wrist, prefabricated, includes fitting and",Upper ext fx orthosis wrist
L3995,00100,3,"Addition to upper extremity orthosis, sock, fracture or equal, each",Sock fracture or equal each
L3999,00100,3,"Upper limb orthosis, not otherwise specified",Upper limb orthosis nos
L4000,00100,3,Replace girdle for spinal orthosis (ctlso or so),Repl girdle milwaukee orth
L4002,00100,3,"Replacement strap, any orthosis, includes all components, any length, any type","Replace strap, any orthosis"
L4010,00100,3,Replace trilateral socket brim,Replace trilateral socket br
L4020,00100,3,"Replace quadrilateral socket brim, molded to patient model",Replace quadlat socket brim
L4030,00100,3,"Replace quadrilateral socket brim, custom fitted",Replace socket brim cust fit
L4040,00100,3,"Replace molded thigh lacer, for custom fabricated orthosis only",Replace molded thigh lacer
L4045,00100,3,"Replace non-molded thigh lacer, for custom fabricated orthosis only",Replace non-molded thigh lac
L4050,00100,3,"Replace molded calf lacer, for custom fabricated orthosis only",Replace molded calf lacer
L4055,00100,3,"Replace non-molded calf lacer, for custom fabricated orthosis only",Replace non-molded calf lace
L4060,00100,3,Replace high roll cuff,Replace high roll cuff
L4070,00100,3,Replace proximal and distal upright for kafo,Replace prox & dist upright
L4080,00100,3,"Replace metal bands kafo, proximal thigh",Repl met band kafo-afo prox
L4090,00100,3,"Replace metal bands kafo-afo, calf or distal thigh",Repl met band kafo-afo calf/
L4100,00100,3,"Replace leather cuff kafo, proximal thigh",Repl leath cuff kafo prox th
L4110,00100,3,"Replace leather cuff kafo-afo, calf or distal thigh",Repl leath cuff kafo-afo cal
L4130,00100,3,Replace pretibial shell,Replace pretibial shell
L4205,00100,3,"Repair of orthotic device, labor component, per 15 minutes",Ortho dvc repair per 15 min
L4210,00100,3,"Repair of orthotic device, repair or replace minor parts",Orth dev repair/repl minor p
L4350,00100,3,"Ankle control orthosis, stirrup style, rigid, includes any type interface",Ankle control ortho pre ots
L4360,00100,3,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without",Pneumat walking boot pre cst
L4361,00100,3,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without",Pneuma/vac walk boot pre ots
L4370,00100,3,"Pneumatic full leg splint, prefabricated, off-the-shelf",Pneum full leg splnt pre ots
L4386,00100,3,"Walking boot, non-pneumatic, with or without joints, with or without interface",Non-pneum walk boot pre cst
L4387,00100,3,"Walking boot, non-pneumatic, with or without joints, with or without interface",Non-pneum walk boot pre ots
L4392,00100,3,"Replacement, soft interface material, static afo",Replace afo soft interface
L4394,00100,3,"Replace soft interface material, foot drop splint",Replace foot drop spint
L4396,00100,3,"Static or dynamic ankle foot orthosis, including soft interface material,",Static or dynami afo pre cst
L4397,00100,3,"Static or dynamic ankle foot orthosis, including soft interface material,",Static or dynami afo pre ots
L4398,00100,3,"Foot drop splint, recumbent positioning device, prefabricated, off-the-shelf",Foot drop splint pre ots
L4631,00100,3,"Ankle foot orthosis, walking boot type, varus/valgus correction, rocker bottom,","Afo, walk boot type, cus fab"
L5000,00100,3,"Partial foot, shoe insert with longitudinal arch, toe filler",Sho insert w arch toe filler
L5010,00100,3,"Partial foot, molded socket, ankle height, with toe filler",Mold socket ank hgt w/ toe f
L5020,00100,3,"Partial foot, molded socket, tibial tubercle height, with toe filler",Tibial tubercle hgt w/ toe f
L5050,00100,3,"Ankle, symes, molded socket, sach foot",Ank symes mold sckt sach ft
L5060,00100,3,"Ankle, symes, metal frame, molded leather socket, articulated ankle/foot",Symes met fr leath socket ar
L5100,00100,3,"Below knee, molded socket, shin, sach foot",Molded socket shin sach foot
L5105,00100,3,"Below knee, plastic socket, joints and thigh lacer, sach foot",Plast socket jts/thgh lacer
L5150,00100,3,"Knee disarticulation (or through knee), molded socket, external knee joints,",Mold sckt ext knee shin sach
L5160,00100,3,"Knee disarticulation (or through knee), molded socket, bent knee configuration,",Mold socket bent knee shin s
L5200,00100,3,"Above knee, molded socket, single axis constant friction knee, shin, sach foot",Kne sing axis fric shin sach
L5210,00100,3,"Above knee, short prosthesis, no knee joint ('stubbies'), with foot blocks, no",No knee/ankle joints w/ ft b
L5220,00100,3,"Above knee, short prosthesis, no knee joint ('stubbies'), with articulated",No knee joint with artic ali
L5230,00100,3,"Above knee, for proximal femoral focal deficiency, constant friction knee,",Fem focal defic constant fri
L5250,00100,3,"Hip disarticulation, canadian type; molded socket, hip joint, single axis",Hip canad sing axi cons fric
L5270,00100,3,"Hip disarticulation, tilt table type; molded socket, locking hip joint, single",Tilt table locking hip sing
L5280,00100,3,"Hemipelvectomy, canadian type; molded socket, hip joint, single axis constant",Hemipelvect canad sing axis
L5301,00100,3,"Below knee, molded socket, shin, sach foot, endoskeletal system",Bk mold socket sach ft endo
L5312,00100,3,"Knee disarticulation (or through knee), molded socket, single axis knee, pylon,","Knee disart, sach ft, endo"
L5321,00100,3,"Above knee, molded socket, open end, sach foot, endoskeletal system, single",Ak open end sach
L5331,00100,3,"Hip disarticulation, canadian type, molded socket, endoskeletal system, hip",Hip disart canadian sach ft
L5341,00100,3,"Hemipelvectomy, canadian type, molded socket, endoskeletal system, hip joint,",Hemipelvectomy canadian sach
L5400,00100,3,"Immediate post surgical or early fitting, application of initial rigid",Postop dress & 1 cast chg bk
L5410,00100,3,"Immediate post surgical or early fitting, application of initial rigid",Postop dsg bk ea add cast ch
L5420,00100,3,"Immediate post surgical or early fitting, application of initial rigid",Postop dsg & 1 cast chg ak/d
L5430,00100,3,"Immediate post surgical or early fitting, application of initial rigid",Postop dsg ak ea add cast ch
L5450,00100,3,"Immediate post surgical or early fitting, application of non-weight bearing",Postop app non-wgt bear dsg
L5460,00100,3,"Immediate post surgical or early fitting, application of non-weight bearing",Postop app non-wgt bear dsg
L5500,00100,3,"Initial, below knee 'ptb' type socket, non-alignable system, pylon, no cover,",Init bk ptb plaster direct
L5505,00100,3,"Initial, above knee - knee disarticulation, ischial level socket, non-alignable",Init ak ischal plstr direct
L5510,00100,3,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no",Prep bk ptb plaster molded
L5520,00100,3,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no",Perp bk ptb thermopls direct
L5530,00100,3,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no",Prep bk ptb thermopls molded
L5535,00100,3,"Preparatory, below knee 'ptb' type socket, non-alignable system, no cover, sach",Prep bk ptb open end socket
L5540,00100,3,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no",Prep bk ptb laminated socket
L5560,00100,3,"Preparatory, above knee- knee disarticulation, ischial level socket,",Prep ak ischial plast molded
L5570,00100,3,"Preparatory, above knee - knee disarticulation, ischial level socket,",Prep ak ischial direct form
L5580,00100,3,"Preparatory, above knee - knee disarticulation ischial level socket,",Prep ak ischial thermo mold
L5585,00100,3,"Preparatory, above knee - knee disarticulation, ischial level socket,",Prep ak ischial open end
L5590,00100,3,"Preparatory, above knee - knee disarticulation ischial level socket,",Prep ak ischial laminated
L5595,00100,3,"Preparatory, hip disarticulation-hemipelvectomy, pylon, no cover, sach foot,",Hip disartic sach thermopls
L5600,00100,3,"Preparatory, hip disarticulation-hemipelvectomy, pylon, no cover, sach foot,",Hip disart sach laminat mold
L5610,00100,3,"Addition to lower extremity, endoskeletal system, above knee, hydracadence",Above knee hydracadence
L5611,00100,3,"Addition to lower extremity, endoskeletal system, above knee - knee",Ak 4 bar link w/fric swing
L5613,00100,3,"Addition to lower extremity, endoskeletal system, above knee-knee",Ak 4 bar ling w/hydraul swig
L5614,00100,3,"Addition to lower extremity, exoskeletal system, above knee-knee",4-bar link above knee w/swng
L5615,00100,3,"Addition, endoskeletal knee-shin system, 4 bar linkage or multiaxial, fluid",Ak 4 bar link hydl swg/stanc
L5616,00100,3,"Addition to lower extremity, endoskeletal system, above knee, universal",Ak univ multiplex sys frict
