hcpcs_code,seq_num,record_id,long_description,short_description
A1,00100,7,Dressing for one wound,Dressing for one wound
A2,00100,7,Dressing for two wounds,Dressing for two wounds
A3,00100,7,Dressing for three wounds,Dressing for three wounds
A4,00100,7,Dressing for four wounds,Dressing for four wounds
A5,00100,7,Dressing for five wounds,Dressing for five wounds
A6,00100,7,Dressing for six wounds,Dressing for six wounds
A7,00100,7,Dressing for seven wounds,Dressing for seven wounds
A8,00100,7,Dressing for eight wounds,Dressing for eight wounds
A9,00100,7,Dressing for nine or more wounds,Dressing for 9 or more wound
AA,00100,7,Anesthesia services performed personally by anesthesiologist,Anesthesia perf by anesgst
AB,00100,7,Audiology service furnished personally by an audiologist without a,Aud svs w/o order evry 12mo
AD,00100,7,Medical supervision by a physician: more than four concurrent anesthesia,"Md supervision, >4 anes proc"
AE,00100,7,Registered dietician,Registered dietician
AF,00100,7,Specialty physician,Specialty physician
AG,00100,7,Primary physician,Primary physician
AH,00100,7,Clinical psychologist,Clinical psychologist
AI,00100,7,Principal physician of record,Principal physician of rec
AJ,00100,7,Clinical social worker,Clinical social worker
AK,00100,7,Non participating physician,Non participating physician
AM,00100,7,"Physician, team member service","Physician, team member svc"
AO,00100,7,Alternate payment method declined by provider of service,Prov declined alt pmt method
AP,00100,7,Determination of refractive state was not performed in the course of diagnostic,No dtmn of refractive state
AQ,00100,7,Physician providing a service in an unlisted health professional shortage area,Physician service hpsa area
AR,00100,7,Physician provider services in a physician scarcity area,Physician scarcity area
AS,00100,7,"Physician assistant, nurse practitioner, or clinical nurse specialist services",Assistant at surgery service
AT,00100,7,"Acute treatment (this modifier should be used when reporting service 98940,",Acute treatment
AU,00100,7,"Item furnished in conjunction with a urological, ostomy, or tracheostomy supply","Uro, ostomy or trach item"
AV,00100,7,"Item furnished in conjunction with a prosthetic device, prosthetic or orthotic",Item w prosthetic/orthotic
AW,00100,7,Item furnished in conjunction with a surgical dressing,Item w a surgical dressing
AX,00100,7,Item furnished in conjunction with dialysis services,Item w dialysis services
AY,00100,7,Item or service furnished to an esrd patient that is not for the treatment of,Item/service not for esrd tx
AZ,00100,7,Physician providing a service in a dental health professional shortage area for,Physician serv in dent hpsa
BA,00100,7,Item furnished in conjunction with parenteral enteral nutrition (pen) services,Item w pen services
BL,00100,7,Special acquisition of blood and blood products,Spec acquisition blood prods
BO,00100,7,"Orally administered nutrition, not by feeding tube",Nutrition oral admin no tube
BP,00100,7,The beneficiary has been informed of the purchase and rental options and has,Bene electd to purchase item
BR,00100,7,The beneficiary has been informed of the purchase and rental options and has,Bene elected to rent item
BU,00100,7,The beneficiary has been informed of the purchase and rental options and after,Bene undecided on purch/rent
CA,00100,7,Procedure payable only in the inpatient setting when performed emergently on an,Procedure payable inpatient
CB,00100,7,Service ordered by a renal dialysis facility (rdf) physician as part of the,Esrd bene part a snf-sep pay
CC,00100,7,Procedure code change (use 'cc' when the procedure code submitted was changed,Procedure code change
CD,00100,7,Amcc test has been ordered by an esrd facility or mcp physician that is part of,Amcc test for esrd or mcp md
CE,00100,7,Amcc test has been ordered by an esrd facility or mcp physician that is a,Med neces amcc tst sep reimb
CF,00100,7,Amcc test has been ordered by an esrd facility or mcp physician that is not,Amcc tst not composite rate
CG,00100,7,Policy criteria applied,Policy criteria applied
CH,00100,7,"0 percent impaired, limited or restricted","0 percent impaired, ltd, res"
CI,00100,7,"At least 1 percent but less than 20 percent impaired, limited or restricted",1 to <20 percent impaired
CJ,00100,7,"At least 20 percent but less than 40 percent impaired, limited or restricted",20 to <40 percent impaired
CK,00100,7,"At least 40 percent but less than 60 percent impaired, limited or restricted",40 to <60 percent impaired
CL,00100,7,"At least 60 percent but less than 80 percent impaired, limited or restricted",60 to <80 percent impaired
CM,00100,7,"At least 80 percent but less than 100 percent impaired, limited or restricted",80 to <100 percent impaired
CN,00100,7,"100 percent impaired, limited or restricted","100 percent impaired, ltd"
CO,00100,7,Outpatient occupational therapy services furnished in whole or in part by an,Outpatient ot service by ota
CP,00100,7,Adjunctive service related to a procedure assigned to a comprehensive,C-apc adjunctive service
CQ,00100,7,Outpatient physical therapy services furnished in whole or in part by a,Outpatient pt service by pta
CR,00100,7,Catastrophe/disaster related,Catastrophe/disaster related
CS,00100,7,Cost-sharing waived for specified covid-19 testing-related services that result,Cost share waiver covid-19
CT,00100,7,Computed tomography services furnished using equipment that does not meet each,Ct does not meet nema standa
DA,00100,7,Oral health assessment by a licensed health professional other than a dentist,"Oral health assess, not dent"
E1,00100,7,"Upper left, eyelid",Upper left eyelid
E2,00100,7,"Lower left, eyelid",Lower left eyelid
E3,00100,7,"Upper right, eyelid",Upper right eyelid
E4,00100,7,"Lower right, eyelid",Lower right eyelid
EA,00100,7,Erythropoietic stimulating agent (esa) administered to treat anemia due to,"Esa, anemia, chemo-induced"
EB,00100,7,Erythropoietic stimulating agent (esa) administered to treat anemia due to,"Esa, anemia, radio-induced"
EC,00100,7,Erythropoietic stimulating agent (esa) administered to treat anemia not due to,"Esa, anemia, non-chemo/radio"
ED,00100,7,Hematocrit level has exceeded 39% (or hemoglobin level has exceeded 13.0 g/dl),Hct>39% or hgb>13g>=3 cycle
EE,00100,7,Hematocrit level has not exceeded 39% (or hemoglobin level has not exceeded,Hct>39% or hgb>13g<3 cycle
EJ,00100,7,"Subsequent claims for a defined course of therapy, e.g., epo, sodium",Subsequent claim
EM,00100,7,Emergency reserve supply (for esrd benefit only),Emer reserve supply (esrd)
EP,00100,7,Service provided as part of medicaid early periodic screening diagnosis and,Medicaid epsdt program svc
ER,00100,7,"Items and services furnished by a provider-based, off-campus emergency",Off-campus ed service
ET,00100,7,Emergency services,Emergency services
EX,00100,7,Expatriate beneficiary,Expatriate beneficiary
EY,00100,7,No physician or other licensed health care provider order for this item or,No md order for item/service
F1,00100,7,"Left hand, second digit","Left hand, second digit"
F2,00100,7,"Left hand, third digit","Left hand, third digit"
F3,00100,7,"Left hand, fourth digit","Left hand, fourth digit"
F4,00100,7,"Left hand, fifth digit","Left hand, fifth digit"
F5,00100,7,"Right hand, thumb","Right hand, thumb"
F6,00100,7,"Right hand, second digit","Right hand, second digit"
F7,00100,7,"Right hand, third digit","Right hand, third digit"
F8,00100,7,"Right hand, fourth digit","Right hand, fourth digit"
F9,00100,7,"Right hand, fifth digit","Right hand, fifth digit"
FA,00100,7,"Left hand, thumb","Left hand, thumb"
FB,00100,7,"Item provided without cost to provider, supplier or practitioner, or full",Item provided without cost
FC,00100,7,Partial credit received for replaced device,"Part credit, replaced device"
FP,00100,7,Service provided as part of family planning program,Svc part of family plan pgm
FQ,00100,7,The service was furnished using audio-only communication technology,Audio-only service
FR,00100,7,"The supervising practitioner was present through two-way, audio/video",Two-way a/v dir supervision
FS,00100,7,Split (or shared) evaluation and management visit,Split or shared e/m visit
FT,00100,7,Unrelated evaluation and management (e/m) visit on the same day as another e/m,"Separate, unrelated e/m"
FX,00100,7,X-ray taken using film,X-ray taken using film
FY,00100,7,X-ray taken using computed radiography technology/cassette-based imaging,Computed radiography x-ray
G0,00100,7,"Telehealth services for diagnosis, evaluation, or treatment, of symptoms of an",Telestroke
G1,00100,7,Most recent urr reading of less than 60,Urr reading of less than 60
G2,00100,7,Most recent urr reading of 60 to 64.9,Urr reading of 60 to 64.9
G3,00100,7,Most recent urr reading of 65 to 69.9,Urr  reading of 65 to 69.9
G4,00100,7,Most recent urr reading of 70 to 74.9,Urr reading of 70 to 74.9
G5,00100,7,Most recent urr reading of 75 or greater,Urr reading of 75 or greater
G6,00100,7,Esrd patient for whom less than six dialysis sessions have been provided in a,Esrd patient <6 dialysis/mth
G7,00100,7,Pregnancy resulted from rape or incest or pregnancy certified by physician as,Payment limits do not apply
G8,00100,7,"Monitored anesthesia care (mac) for deep complex, complicated, or markedly",Monitored anesthesia care
G9,00100,7,Monitored anesthesia care for patient who has history of severe,Mac for at risk patient
GA,00100,7,"Waiver of liability statement issued as required by payer policy, individual",Liability waiver ind case
GB,00100,7,Claim being re-submitted for payment because it is no longer covered under a,Claim resubmitted
GC,00100,7,This service has been performed in part by a resident under the direction of a,Resident/teaching phys serv
GD,00100,7,Units of service exceeds medically unlikely edit value and represents,Unit of service > mue value
GE,00100,7,This service has been performed by a resident without the presence of a,Resident prim care exception
GF,00100,7,"Non-physician (e.g. nurse practitioner (np), certified registered nurse",Nonphysician serv c a hosp
GG,00100,7,Performance and payment of a screening mammogram and diagnostic mammogram on,Payment screen mam + diagmam
GH,00100,7,Diagnostic mammogram converted from screening mammogram on same day,Diag mammo to screening mamo
GJ,00100,7,"""opt out"" physician or practitioner emergency or urgent service",Opt out provider of er srvc
GK,00100,7,Reasonable and necessary item/service associated with a ga or gz modifier,Actual item/service ordered
GL,00100,7,"Medically unnecessary upgrade provided instead of non-upgraded item, no charge,","Upgraded item, no charge"
GM,00100,7,Multiple patients on one ambulance trip,Multiple transports
GN,00100,7,Services delivered under an outpatient speech language pathology plan of care,Op speech language service
GO,00100,7,Services delivered under an outpatient occupational therapy plan of care,Op occupational therapy serv
GP,00100,7,Services delivered under an outpatient physical therapy plan of care,Op pt services
GQ,00100,7,Via asynchronous telecommunications system,Telehealth store and forward
GR,00100,7,This service was performed in whole or in part by a resident in a department of,Service by va resident
GS,00100,7,Dosage of erythropoietin stimulating agent has been reduced and maintained in,Epo/darbepoietin reduced 25%
GT,00100,7,Via interactive audio and video telecommunication systems,Interactivetelecommunication
GU,00100,7,"Waiver of liability statement issued as required by payer policy, routine notice",Liability waiver rout notice
GV,00100,7,Attending physician not employed or paid under arrangement by the patient's,Attending phys not hospice
GW,00100,7,Service not related to the hospice patient's terminal condition,Service unrelated to term co
GX,00100,7,"Notice of liability issued, voluntary under payer policy",Voluntary liability notice
GY,00100,7,"Item or service statutorily excluded, does not meet the definition of any",Statutorily excluded
GZ,00100,7,Item or service expected to be denied as not reasonable and necessary,Not reasonable and necessary
H9,00100,7,Court-ordered,Court-ordered
HA,00100,7,Child/adolescent program,Child/adolescent program
HB,00100,7,"Adult program, non geriatric",Adult program non-geriatric
HC,00100,7,"Adult program, geriatric",Adult program geriatric
HD,00100,7,Pregnant/parenting women's program,Pregnant/parenting program
HE,00100,7,Mental health program,Mental health program
HF,00100,7,Substance abuse program,Substance abuse program
HG,00100,7,Opioid addiction treatment program,Opioid addiction tx program
HH,00100,7,Integrated mental health/substance abuse program,Mental hlth/substance abs pr
HI,00100,7,Integrated mental health and intellectual disability/developmental disabilities,Men hlth intel/dev disab pgm
HJ,00100,7,Employee assistance program,Employee assistance program
HK,00100,7,Specialized mental health programs for high-risk populations,Spec hgh rsk mntl hlth pop p
HL,00100,7,Intern,Intern
HM,00100,7,Less than bachelor degree level,Less than bachelor degree lv
HN,00100,7,Bachelors degree level,Bachelors degree level
HO,00100,7,Masters degree level,Masters degree level
HP,00100,7,Doctoral level,Doctoral level
HQ,00100,7,Group setting,Group setting
HR,00100,7,Family/couple with client present,Family/couple w client prsnt
HS,00100,7,Family/couple without client present,Family/couple w/o client prs
HT,00100,7,Multi-disciplinary team,Multi-disciplinary team
HU,00100,7,Funded by child welfare agency,Child welfare agency funded
HV,00100,7,Funded state addictions agency,Funded state addiction agncy
HW,00100,7,Funded by state mental health agency,State mntl hlth agncy funded
HX,00100,7,Funded by county/local agency,County/local agency funded
HY,00100,7,Funded by juvenile justice agency,Funded by juvenile justice
HZ,00100,7,Funded by criminal justice agency,Criminal justice agncy fund
J1,00100,7,Competitive acquisition program no-pay submission for a prescription number,Cap no-pay for prescript num
J2,00100,7,"Competitive acquisition program, restocking of emergency drugs after emergency",Cap restock of emerg drugs
J3,00100,7,"Competitive acquisition program (cap), drug not available through cap as",Cap drug unavail thru cap
J4,00100,7,Dmepos item subject to dmepos competitive bidding program that is furnished by,Dmepos comp bid furn by hosp
J5,00100,7,Off-the-shelf orthotic subject to dmepos competitive bidding program that is,Dmepos comp bid fur by pt/ot
JA,00100,7,Administered intravenously,Administered intravenously
JB,00100,7,Administered subcutaneously,Administered subcutaneously
JC,00100,7,Skin substitute used as a graft,Skin substitute graft
JD,00100,7,Skin substitute not used as a graft,Skin sub not used as a graft
JE,00100,7,Administered via dialysate,Administered via dialysate
JF,00100,7,Compounded drug,Compounded drug
JG,00100,7,"Drug or biological acquired with 340b drug pricing program discount, reported",340b acquired drug
JK,00100,7,One month supply or less of drug or biological,Drug supply 1 month or less
JL,00100,7,Three month supply of drug or biological,Drug 3 month supply
JW,00100,7,Drug amount discarded/not administered to any patient,Discarded drug not administe
JZ,00100,7,Zero drug amount discarded/not administered to any patient,Zero drug wasted
K0,00100,7,Lower extremity prosthesis functional level 0 - does not have the ability or,Lwr ext prost functnl lvl 0
K1,00100,7,Lower extremity prosthesis functional level 1 - has the ability or potential to,Lwr ext prost functnl lvl 1
K2,00100,7,Lower extremity prosthesis functional level 2 - has the ability or potential,Lwr ext prost functnl lvl 2
K3,00100,7,Lower extremity prosthesis functional level 3 - has the ability or potential,Lwr ext prost functnl lvl 3
K4,00100,7,Lower extremity prosthesis functional level 4 - has the ability or potential,Lwr ext prost functnl lvl 4
KA,00100,7,Add on option/accessory for wheelchair,Wheelchair add-on option/acc
KB,00100,7,"Beneficiary requested upgrade for abn, more than 4 modifiers identified on claim",>4 modifiers on claim
KC,00100,7,Replacement of special power wheelchair interface,Repl special pwr wc intrface
KD,00100,7,Drug or biological infused through dme,Drug/biological dme infused
KE,00100,7,Bid under round one of the dmepos competitive bidding program for use with,Bid under round 1 dmepos cb
KF,00100,7,Item designated by fda as class iii device,Fda class iii device
KG,00100,7,Dmepos item subject to dmepos competitive bidding program number 1,Dmepos comp bid prgm no 1
KH,00100,7,"Dmepos item, initial claim, purchase or first month rental","Dmepos ini clm, pur/1 mo rnt"
KI,00100,7,"Dmepos item, second or third month rental",Dmepos 2nd or 3rd mo rental
KJ,00100,7,"Dmepos item, parenteral enteral nutrition (pen) pump or capped rental, months",Dmepos pen pmp or 4-15mo rnt
KK,00100,7,Dmepos item subject to dmepos competitive bidding program number 2,Dmepos comp bid prgm no 2
KL,00100,7,Dmepos item delivered via mail,Dmepos mailorder comp bid
KM,00100,7,Replacement of facial prosthesis including new impression/moulage,Rplc facial prosth new imp
KN,00100,7,Replacement of facial prosthesis using previous master model,Rplc facial prosth old mod
KO,00100,7,Single drug unit dose formulation,Single drug unit dose form
KP,00100,7,First drug of a multiple drug unit dose formulation,First drug of multi drug u d
KQ,00100,7,Second or subsequent drug of a multiple drug unit dose formulation,2nd/subsqnt drg multi drg ud
KR,00100,7,"Rental item, billing for partial month",Rental item partial month
KS,00100,7,Glucose monitor supply for diabetic beneficiary not treated with insulin,Glucose monitor supply
KT,00100,7,Beneficiary resides in a competitive bidding area and travels outside that,Item from noncontract supply
KU,00100,7,Dmepos item subject to dmepos competitive bidding program number 3,Dmepos comp bid prgm no 3
KV,00100,7,Dmepos item subject to dmepos competitive bidding program that is furnished as,"Dmepos item, profession serv"
KW,00100,7,Dmepos item subject to dmepos competitive bidding program number 4,Dmepos comp bid prgm no 4
KX,00100,7,Requirements specified in the medical policy have been met,Documentation on file
KY,00100,7,Dmepos item subject to dmepos competitive bidding program number 5,Dmepos comp bid prgm no 5
KZ,00100,7,New coverage not implemented by managed care,New cov not implement by m+c
L1,00100,7,Provider attestation that the hospital laboratory test(s) is not packaged under,Separately payable lab test
LC,00100,7,Left circumflex coronary artery,Lft circum coronary artery
LD,00100,7,Left anterior descending coronary artery,Left ant des coronary artery
LL,00100,7,Lease/rental (use the 'll' modifier when dme equipment rental is to be applied,Lease/rental (appld to pur)
LM,00100,7,Left main coronary artery,Left main coronary artery
LR,00100,7,Laboratory round trip,Laboratory round trip
LS,00100,7,Fda-monitored intraocular lens implant,Fda-monitored iol implant
LT,00100,7,Left side (used to identify procedures performed on the left side of the body),Left side
LU,00100,7,Fractionated payment,Fractionated payment
M2,00100,7,Medicare secondary payer (msp),Medicare secondary payer
MA,00100,7,Ordering professional is not required to consult a clinical decision support,Emer med cond susp/confirm
MB,00100,7,Ordering professional is not required to consult a clinical decision support,"Auc hardship, insuf internet"
MC,00100,7,Ordering professional is not required to consult a clinical decision support,"Auc hardship, vendor issues"
MD,00100,7,Ordering professional is not required to consult a clinical decision support,"Auc hardship, extreme circ"
ME,00100,7,The order for this service adheres to appropriate use criteria in the clinical,Order adheres to auc
MF,00100,7,The order for this service does not adhere to the appropriate use criteria in,Order does not adhere to auc
MG,00100,7,The order for this service does not have applicable appropriate use criteria in,Auc not applicable to order
MH,00100,7,Unknown if ordering professional consulted a clinical decision support,Auc consult not provided
MS,00100,7,Six month maintenance and servicing fee for reasonable and necessary parts and,6-mo maint/svc fee parts/lbr
N1,00100,7,Group 1 oxygen coverage criteria met,Group 1 oxygen cov crit met
N2,00100,7,Group 2 oxygen coverage criteria met,Group 2 oxygen cov crit met
N3,00100,7,Group 3 oxygen coverage criteria met,Group 3 oxygen cov crit met
NB,00100,7,"Nebulizer system, any type, fda-cleared for use with specific drug",Drug specific nebulizer
NR,00100,7,New when rented (use the 'nr' modifier when dme which was new at the time of,New when rented
NU,00100,7,New equipment,New equipment
P1,00100,7,A normal healthy patient,Normal healthy patient
P2,00100,7,A patient with mild systemic disease,Patient w/mild syst disease
P3,00100,7,A patient with severe systemic disease,Patient w/severe sys disease
P4,00100,7,A patient with severe systemic disease that is a constant threat to life,Pt w/sev sys dis threat life
P5,00100,7,A moribund patient who is not expected to survive without the operation,Pt not expect surv w/o oper
P6,00100,7,A declared brain-dead patient whose organs are being removed for donor purposes,Brain-dead pt organs removed
PA,00100,7,Surgical or other invasive procedure on wrong body part,"Surgery, wrong body part"
PB,00100,7,Surgical or other invasive procedure on wrong patient,"Surgery, wrong patient"
PC,00100,7,Wrong surgery or other invasive procedure on patient,Wrong surgery on patient
PD,00100,7,Diagnostic or related non diagnostic item or service provided in a wholly owned,Inp admit w/in 3 days
PI,00100,7,Positron emission tomography (pet) or pet/computed tomography (ct) to inform,Pet tumor init tx strat
PL,00100,7,Progressive addition lenses,Progressive addition lenses
PM,00100,7,Post mortem,Post mortem
PN,00100,7,"Non-excepted service provided at an off-campus, outpatient, provider-based",Non-excepted off-campus svc
PO,00100,7,"Excepted service provided at an off-campus, outpatient, provider-based",Excepted off-campus service
PS,00100,7,Positron emission tomography (pet) or pet/computed tomography (ct) to inform,Pet tumor subsq tx strategy
PT,00100,7,Colorectal cancer screening test; converted to diagnostic test or other,Clrctal screen to diagn
Q0,00100,7,Investigational clinical service provided in a clinical research study that is,Invest clinical research
Q1,00100,7,Routine clinical service provided in a clinical research study that is in an,Routine clinical research
Q2,00100,7,Demonstration procedure/service,"Demo procedure, service"
Q3,00100,7,Live kidney donor surgery and related services,Live donor surgery/services
Q4,00100,7,Service for ordering/referring physician qualifies as a service exemption,Svc exempt - ordrg/rfrng md
Q5,00100,7,Service furnished under a reciprocal billing arrangement by a substitute,Recip bill arr subs md or pt
Q6,00100,7,Service furnished under a fee-for-time compensation arrangement by a substitute,Fee/time comp subst md or pt
Q7,00100,7,One class a finding,One class a finding
Q8,00100,7,Two class b findings,Two class b findings
Q9,00100,7,One class b and two class c findings,1 class b & 2 class c fndngs
QA,00100,7,Prescribed amounts of stationary oxygen for daytime use while at rest and,Avg sta day/night o2 < 1 lpm
QB,00100,7,Prescribed amounts of stationary oxygen for daytime use while at rest and,Avg day/nite o2 > 4 lpm/port
QC,00100,7,Single channel monitoring,Single channel monitoring
QD,00100,7,Recording and storage in solid state memory by a digital recorder,Rcrdg/strg in sld st memory
QE,00100,7,Prescribed amount of stationary oxygen while at rest is less than 1 liter per,Stationary o2 @ rest <1 lpm
QF,00100,7,Prescribed amount of stationary oxygen while at rest exceeds 4 liters per,Station o2 @ rest >4lpm/port
QG,00100,7,Prescribed amount of stationary oxygen while at rest is greater than 4 liters,Station o2 @ rest > 4 lpm
QH,00100,7,Oxygen conserving device is being used with an oxygen delivery system,Oxygen cnsrvg dvc w del sys
QJ,00100,7,"Services/items provided to a prisoner or patient in state or local custody,",Patient in state/locl custod
QK,00100,7,"Medical direction of two, three, or four concurrent anesthesia procedures",Med dir 2-4 cncrnt anes proc
QL,00100,7,Patient pronounced dead after ambulance called,Patient died after amb call
QM,00100,7,Ambulance service provided under arrangement by a provider of services,Ambulance arr by provider
QN,00100,7,Ambulance service furnished directly by a provider of services,Ambulance furn by provider
QP,00100,7,Documentation is on file showing that the laboratory test(s) was ordered,Individually ordered lab tst
QQ,00100,7,Ordering professional consulted a qualified clinical decision support mechanism,Qualified cdsm consulted
QR,00100,7,Prescribed amounts of stationary oxygen for daytime use while at rest and,Avg sta day/night o2 > 4 lpm
QS,00100,7,Monitored anesthesia care service,Monitored anesthesia care
QT,00100,7,Recording and storage on tape by an analog tape recorder,Rcrdg/strg tape analog recdr
QW,00100,7,Clia waived test,Clia waived test
QX,00100,7,Crna service: with medical direction by a physician,Crna svc w/ md med direction
QY,00100,7,Medical direction of one certified registered nurse anesthetist (crna) by an,Medically directed crna
QZ,00100,7,Crna service: without medical direction by a physician,Crna svc w/o med dir by md
RA,00100,7,"Replacement of a dme, orthotic or prosthetic item",Replacement of dme item
RB,00100,7,"Replacement of a part of a dme, orthotic or prosthetic item furnished as part","Replacement part, dme item"
RC,00100,7,Right coronary artery,Right coronary artery
RD,00100,7,"Drug provided to beneficiary, but not administered ""incident-to""",Drug admin not incident-to
RE,00100,7,Furnished in full compliance with fda-mandated risk evaluation and mitigation,Furnish full compliance rems
RI,00100,7,Ramus intermedius coronary artery,Ramus intermedius cor artery
RR,00100,7,Rental (use the 'rr' modifier when dme is to be rented),Rental (dme)
RT,00100,7,Right side (used to identify procedures performed on the right side of the body),Right side
SA,00100,7,Nurse practitioner rendering service in collaboration with a physician,Nurse practitioner w physici
SB,00100,7,Nurse midwife,Nurse midwife
SC,00100,7,Medically necessary service or supply,Medically necessary serv/sup
SD,00100,7,"Services provided by registered nurse with specialized, highly technical home",Serv by home infusion rn
SE,00100,7,State and/or federally-funded programs/services,State/fed funded program/ser
SF,00100,7,Second opinion ordered by a professional review organization (pro) per section,2nd opinion ordered by pro
SG,00100,7,Ambulatory surgical center (asc) facility service,Asc facility service
SH,00100,7,Second concurrently administered infusion therapy,2nd concurrent infusion ther
SJ,00100,7,Third or more concurrently administered infusion therapy,3rd concurrent infusion ther
SK,00100,7,Member of high risk population (use only with codes for immunization),High risk population
SL,00100,7,State supplied vaccine,State supplied vaccine
SM,00100,7,Second surgical opinion,Second opinion
SN,00100,7,Third surgical opinion,Third opinion
SQ,00100,7,Item ordered by home health,Item ordered by home health
SS,00100,7,Home infusion services provided in the infusion suite of the iv therapy provider,Hit in infusion suite
ST,00100,7,Related to trauma or injury,Related to trauma or injury
SU,00100,7,Procedure performed in physician's office (to denote use of facility and,Performed in phys office
SV,00100,7,Pharmaceuticals delivered to patient's home but not utilized,Drugs delivered not used
SW,00100,7,Services provided by a certified diabetic educator,Serv by cert diab educator
SY,00100,7,Persons who are in close contact with member of high-risk population (use only,Contact w/high-risk pop
SZ,00100,7,Habilitative services,Habilitative services
T1,00100,7,"Left foot, second digit","Left foot, second digit"
T2,00100,7,"Left foot, third digit","Left foot, third digit"
T3,00100,7,"Left foot, fourth digit","Left foot, fourth digit"
T4,00100,7,"Left foot, fifth digit","Left foot, fifth digit"
T5,00100,7,"Right foot, great toe","Right foot, great toe"
T6,00100,7,"Right foot, second digit","Right foot, second digit"
T7,00100,7,"Right foot, third digit","Right foot, third digit"
T8,00100,7,"Right foot, fourth digit","Right foot, fourth digit"
T9,00100,7,"Right foot, fifth digit","Right foot, fifth digit"
TA,00100,7,"Left foot, great toe","Left foot, great toe"
TB,00100,7,"Drug or biological acquired with 340b drug pricing program discount, reported",340b drug
TC,00100,7,"Technical component; under certain circumstances, a charge may be made for the",Technical component
TD,00100,7,Rn,Rn
TE,00100,7,Lpn/lvn,Lpn/lvn
TF,00100,7,Intermediate level of care,Intermediate level of care
TG,00100,7,Complex/high tech level of care,Complex/high tech level care
TH,00100,7,"Obstetrical treatment/services, prenatal or postpartum",Ob tx/srvcs prenatl/postpart
TJ,00100,7,"Program group, child and/or adolescent",Child/adolescent program gp
TK,00100,7,"Extra patient or passenger, non-ambulance",Extra patient or passenger
TL,00100,7,Early intervention/individualized family service plan (ifsp),Early intervention ifsp
TM,00100,7,Individualized education program (iep),Individualized ed prgrm(iep)
TN,00100,7,Rural/outside providers' customary service area,Rural/out of service area
TP,00100,7,"Medical transport, unloaded vehicle",Med transprt unloaded vehicl
TQ,00100,7,Basic life support transport by a volunteer ambulance provider,Bls by volunteer amb providr
TR,00100,7,School-based individualized education program (iep) services provided outside,School-based iep out of dist
TS,00100,7,Follow-up service,Follow-up service
TT,00100,7,Individualized service provided to more than one patient in same setting,Additional patient
TU,00100,7,"Special payment rate, overtime",Overtime payment rate
TV,00100,7,"Special payment rates, holidays/weekends",Holiday/weekend payment rate
TW,00100,7,Back-up equipment,Back-up equipment
U1,00100,7,"Medicaid level of care 1, as defined by each state",M/caid care lev 1 state def
U2,00100,7,"Medicaid level of care 2, as defined by each state",M/caid care lev 2 state def
U3,00100,7,"Medicaid level of care 3, as defined by each state",M/caid care lev 3 state def
U4,00100,7,"Medicaid level of care 4, as defined by each state",M/caid care lev 4 state def
U5,00100,7,"Medicaid level of care 5, as defined by each state",M/caid care lev 5 state def
U6,00100,7,"Medicaid level of care 6, as defined by each state",M/caid care lev 6 state def
U7,00100,7,"Medicaid level of care 7, as defined by each state",M/caid care lev 7 state def
U8,00100,7,"Medicaid level of care 8, as defined by each state",M/caid care lev 8 state def
U9,00100,7,"Medicaid level of care 9, as defined by each state",M/caid care lev 9 state def
UA,00100,7,"Medicaid level of care 10, as defined by each state",M/caid care lev 10 state def
UB,00100,7,"Medicaid level of care 11, as defined by each state",M/caid care lev 11 state def
UC,00100,7,"Medicaid level of care 12, as defined by each state",M/caid care lev 12 state def
UD,00100,7,"Medicaid level of care 13, as defined by each state",M/caid care lev 13 state def
UE,00100,7,Used durable medical equipment,Used durable med equipment
UF,00100,7,Services provided in the morning,"Services provided, morning"
UG,00100,7,Services provided in the afternoon,"Services provided, afternoon"
UH,00100,7,Services provided in the evening,"Services provided, evening"
UJ,00100,7,Services provided at night,"Services provided, night"
UK,00100,7,Services provided on behalf of the client to someone other than the client,Svc on behalf client-collat
UN,00100,7,Two patients served,Two patients served
UP,00100,7,Three patients served,Three patients served
UQ,00100,7,Four patients served,Four patients served
UR,00100,7,Five patients served,Five patients served
US,00100,7,Six or more patients served,Six or more patients served
V1,00100,7,Demonstration modifier 1,Demonstration modifier 1
V2,00100,7,Demonstration modifier 2,Demonstration modifier 2
V3,00100,7,Demonstration modifier 3,Demonstration modifier 3
V4,00100,7,Demonstration modifier 4,Demonstration modifier 4
V5,00100,7,Vascular catheter (alone or with any other vascular access),Vascular catheter
V6,00100,7,Arteriovenous graft (or other vascular access not including a vascular catheter),Arteriovenous graft
V7,00100,7,Arteriovenous fistula only (in use with two needles),Arteriovenous fistula
V8,00100,7,Infection present,Infection present
V9,00100,7,No infection present,No infection present
VM,00100,7,Medicare diabetes prevention program (mdpp) virtual make-up session,Mdpp virtual make-up session
VP,00100,7,Aphakic patient,Aphakic patient
X1,00100,7,"Continuous/broad services: for reporting services by clinicians, who provide",Continuous/broad services
X2,00100,7,Continuous/focused services: for reporting services by clinicians whose,Continuous/focused services
X3,00100,7,Episodic/broad services: for reporting services by clinicians who have broad,Episodic/broad services
X4,00100,7,Episodic/focused services: for reporting services by clinicians who provide,Episodic/focused services
X5,00100,7,Diagnostic services requested by another clinician: for reporting services by a,Svc req by another clinician
XE,00100,7,"Separate encounter, a service that is distinct because it occurred during a",Separate encounter
XP,00100,7,"Separate practitioner, a service that is distinct because it was performed by a",Separate practitioner
